requirement,requirement_detail,product_id
 Waschtisch aus Sanitärporzellen 600 x 460 mm," Waschtisch aus Sanitärporzellen mit Hahnloch /ohne Überlauf Maße: 600 x 460 mm, eckig, für 3-Loch-Armatur geeignet, mittleres Hahnloch durchgestochen, ohne Überlauf, Befestigung mit 2 Stockschrauben M10x120mm, gemäß den Anforderungen der DIN 18040, Farbe: 01 Weiss Alpin  Fabrikat / Typ: Europa  (R+F:3020100040060)  oder gleichwertiger Art  Fabrikat / Typ: .......................................................",2311600000
" WC-Anlage barrierefrei, 70 cm Ausladung"," Komplette WC-Anlage Behinderte bestehend aus: 1   wandhängendem Tiefspülklosett 70 cm, aus    Kristall-Porzellan, incl. verchr. Abschlusskappen,  mit Schallschutz-Set, als Tiefspül-WC  Farbe:             weiß  wie Fabrikat:  Duravit  Typ:         Vital Starck 3  oder gleichwertiger Art,  Hersteller:             '....................'  Typ:   '....................'  1  Spezial-Klosettsitz ohne Deckel, Farbe weiß,  mit Edelstahlscharnieren  Hersteller:             '....................'  Typ:   '....................'  1  Schallschutz-Set zu Wand-WC  1  PE- Spülrohr-Verlängerung für UP-Spülkästen  liefern, ins Gebäude tragen und betriebsfertig montieren",2203090000
 Acrylbadewanne Duravit D-Code 1700x750 mm," DURAVIT D-Code Badewanne, Design by sieger design, mit einer Rückenschräge. Einbauversion aus 4 mm Sanitäracryl gezogen und durchgefärbt, mit Fußgestell oder Wannenträger (LxBxH) 1670x720x535/540mm. Innentiefe 400 mm. Wannenrandbreite 65mm, an Fußseite 100mm. Wannenrandhöhe 35mm. Abmessungen Wannenboden 1270x520mm, innen am Wannenrand 1535mmx620mm. Ablauf #52mm und Überlauf an Fußseite. Abmessungen(LxBxH) 1700x750x420 mm. Nutzinhalt 120 Liter. Weiß. Hersteller: Duravit Typ: D-Code 70010000000000 Liefern und montieren",700100000000000
 Keramag Tiefspül," Keramag Tiefspül-WC Renova Nr. 1 203040 4,5/6l, wandhängend CE, EN 997 und EN 38540 mm Ausladung für WE-Kasten oder Wandeinbau-Druckspüler Kombinierbar mit WC-Sitz mit Deckel 4,5/6 l, 2535090000",2535090000
 WT Behinderten-Waschbeckenanlage Starck 3," Behinderten-Waschbeckenanlage best. aus: 1  Waschbecken aus Kristall-Porzellan  Barrierefrei nach DIN 18024.2 und 18025.1+2  Kniefreiheit 670x300mm bei Montagehöhe 800mm. Rechteckige Beckenform mit 35mm breitem Rand und tiefer liegender Hahnlochbank für Einloch- optional Dreilocharmatur (bei Bestellung angeben).  Wandanschluss mit Aufkantung 35x40mm  als Spritzschutz. Innenbecken(BxT) 470x350mm.     mit Glasur, mit Hahnloch, mittig, mit Überlauf   Größe:   60 (600 x 545 mm)    Farbe:           weiß     wie Fabrikat:        Duravit     Typ:              vital Starck 3  oder gleichwertig  1 Siebventil DN 32, verchromt  liefern und betriebsfertig montieren",03096000001
 Ausgussbecken Sanitärporzellan glasiert hängend B 400-450mm Ausladung 300-350mm Fuge verfüllen elast.Dichtstoff Silicon B 5mm," Ausgussbecken, aus Sanitärporzellan, glasiert, Standardfarbton, wandhängend, mit Rückwand, mit Klapprost aus Kunststoff, Befestigung an Installationselement, Breite über 400 bis 450 mm, Ausladung über 300 bis 350 mm, mit Schallschutz DIN 4109, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Basis Silicon, Fugenbreite 5 mm, Farbton weiß, Fugenausbildung dreieckig.",0313480000
 WC-Sitz mit Deckel (Barrierefreie Wohnungen)," WC-Sitz mit Deckel, mit Absenkautomatik, Scharniere aus Edelstahl Farbton/Oberfläche weiß.  Fabrikat: Duravit Serie   Darling New Nr.:  0063390000    Angebotenes Produkt: '................................. ..................' VOM BIETER AUSZUFÜLLEN!",0063390000
 WT Behinderten-Waschbeckenanlage Starck 3," Behinderten-Waschbeckenanlage best. aus: 1  Waschbecken aus Kristall-Porzellan  Barrierefrei nach DIN 18024.2 und 18025.1+2  Kniefreiheit 670x300mm bei Montagehöhe 800mm. Rechteckige Beckenform mit 35mm breitem Rand und tiefer liegender Hahnlochbank für Einloch- optional Dreilocharmatur (bei Bestellung angeben).  Wandanschluss mit Aufkantung 35x40mm  als Spritzschutz. Innenbecken(BxT) 470x350mm.     mit Glasur, mit Hahnloch, mittig, mit Überlauf   Größe:   60 (600 x 545 mm)    Farbe:           weiß     wie Fabrikat:        Duravit     Typ:              vital Starck 3  oder gleichwertiger Art,  Hersteller:             ................  Typ:  ................  1 Siebventil DN 32, verchromt  liefern und betriebsfertig montieren",03096000001
" Doppelwaschtisch, Duravit/ Durastyle "," Duravit Möbel-Doppelwaschtisch DuraStyle aus Sanitärkeramik, 1300x480x170mm mit Überlauf, mit Hahnlochbank, Oberfläche: WonderGliss  Fabrikat:   Duravit  Typ:   DuraStyle  Art.-Nr.:   23381300001  Abmessungen:  1300 x 480 mm  Höhe:   170 mm  Oberfläche:  WonderGliss inkl. Verfüllen der Fugen, mit elastischen Dichtstoff nach DIN EN 15651-3; Basis Silicon; Fugenbreite 7 mm; Fugenausbildung dreieckig, Farbton weiß bzw. hellgrau, einschl.:  - Befestigungsschrauben und Dübel,  - Schallschutz-Set für Waschtisch  - Sifon, verchromt, DN 32, R 1 1/4"" kompl. liefern und betriebsfertig montieren.  Angebotenes Fabrikat/Typ:.......................................... /..........................................",23381300001
WT Behinderten-Waschbeckenanlage Starck 3," Behinderten-Waschbeckenanlage best. aus: 1  Waschbecken aus Kristall-Porzellan  Barrierefrei nach DIN 18024.2 und 18025.1+2  Kniefreiheit 670x300mm bei Montagehöhe 800mm.  Rechteckige Beckenform mit 35mm breitem Rand und  tiefer liegender Hahnlochbank für Einloch- optional  Dreilocharmatur (bei Bestellung angeben).  Wandanschluss mit Aufkantung 35x40mm  als Spritzschutz. Innenbecken(BxT) 470x350mm.   mit Glasur, mit Hahnloch, mittig, mit Überlauf    Größe:   60 (600 x 545 mm)   Farbe:  weiß   wie Fabrikat:  Duravit   Typ:   vital Starck 3  oder gleichwertiger Art,  Hersteller:  '....................'  Typ:   '....................' 1  Siebventil DN 32, verchromt liefern und betriebsfertig montieren",0309600000
" Wand-WC Tiefspüler aus Sanitärkeramik 360x545x370mm,"," Wand-WC Tiefspüler aus Sanitärkeramik 360x545x370mm, für 6 Liter Spülwasser Farbe: 00 Weiss   Fabrikat: Duravit Typ: D-Code basic Bestellnummer: 0184090000 EAN: 4021534063954  oder gleichwertiger Art  Fabrikat: '.........' Typ '.........'  liefern und montieren.",0184090000
WC-Sitz mit Deckel Erwachsen,,0020710000
 WC-Sitz Duravit, WC-Sitz mit Deckel Fabrikat:Duravit Typ:Starck 3 Artikelnr.:006381 Farbe:weiß liefern und montieren,0063810000
" WC-Sitzring aus Kunststoff, ohne Absenkautomatik, weiß"," WC-Sitzring aus Kunststoff, ohne Absenkautomatik, weiß verlängerte Ausführung Scharniere edelstahl Farbe: Weiß (Alpin)  passend zum obengenannten WC (barrierefrei)  liefern und nach Herstellerangaben montieren.",0060710000
 Einbauwaschbecken Sanitärporzellan B 500-550mm Ausladung 450-500mm Fuge verfüllen elast.Dichtstoff Silicon B 10mm ," Einbauwaschbecken, Beckeninnenform rechteckig, aus Sanitärporzellan, Farbton weiß, glasiert, mit Armaturenbank, in vorh. Ausschnitt von oben einbauen, mit Überlauf, für Ablaufventil, Breite über 500 bis 550 mm, Ausladung über 450 bis 500 mm, mit Schallschutz DIN 4109, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 15651-3, Basis Silicon, Fugenbreite 10 mm, Hersteller/Typ 'Duravit/Vero 550mm'. ",0315550000
 Renova WWC Tiefspüler," Renova Wand-WC Tiefspüler, weiß  Verwendungszwecke - Für Druckspüler - Für UP-Spülkästen  Eigenschaften - Tiefspül-WC - Wandhängend - Mit Spülrand - Typ 1, Vollmenge 6 / 5 l, nach EN 997 - Bodenfreiheit 7 cm - Für 4,5 l Spülbetrieb geeignet - 10 Jahre Nachkaufgarantie  Technische Eigenschaften - Werkstoff: Sanitärkeramik - B / Breite (cm): 35.5 cm - H / Höhe (cm): 34 cm - T / Tiefe (cm): 54 cm  Fabrikat: Geberit Typ: Renova Artikel-Nr.: 203040000  oder gleichwertiger Art  Hersteller/Typ  '.........' vom Bieter einzutragen ",2535090000
 Stonetto Duschwanne," Stonetto Duschwanne Art.-Nr. 720145 Rechteck, DuraSolid# Q, 50 mm Design by EOOS Varianten Duschwanne 720145380000000 Farbe weiss  inklusive Zubehör: - Schalungsholfe - Schallschutzset - Abdichtset - Duschwannenträger - Duschwannenablauf  liefern und montieren",791100000000000
"Duravit Waschtisch D-Code aus Sanitärkeramik,"," Duravit Waschtisch D-Code aus Sanitärkeramik,  Abmessung  550x430x175mm mit Überlauf, mit Hahnlochbank  Farbe: 00 Weiss Ausführung: 1 Hahnloch   Fabrikat  :        Duravit Artikelnummer: 2310550000  oder gleichwertig angeb. Fabrikat : @1 Textergänzungen des Bieters '..............................'",2310550000
Duschbadewanne Duravit Shower+Bath 170x75," Duschbadewanne Duravit Shower+Bath 170x75 Ausführung Links oder rechts   Duravit Badewanne mit Tür Nische Shower + Bath aus DuraSolid A 750x1700 x510 mm, Rechteckig, Innenfarbe Weiß, Matt, Aussenfarbe Weiß, Matt, Matt, mit Überlauf, Inkl. Fußgestell, Inkl. Bedienungsanleitung, Inkl. Gestell für Verkleidung, Inkl. Montageanleitung, Inkl. montierte Tür, Inkl. Pflegeanleitung, Inkl. Wannenverkleidung, Inkl. Duschabtrennung Bestellnummer: 700454000000000, Farbe: Weiß Matt, Ausführung: Badewanne mit Tür  liefern, einbringen und montieren",700454000000000
" Aufsatzbecken aus Sanitärkeramik, Breite 600 mm, rechteckig"," B/T Innenbecken 550x315mm, Abmessungen außen (B/T/H) 600x470x165mm",2352600000
"Tiefspülklosett-Kombination,"," Tiefspülklosett-Kombination, ohne Spülrand, wandhängend, aus Sanitärporzellan, Abgang waagerecht, Farbe weiß, einschließlich Befestigung, einschließlich Schallschutzunterlagen, Fabrikat: Keramag Typ:        Renova Nr.1 (Mod. 203050) oder gleichwertig, @11 Textergänzungen des Bieters gewähltes Fabrikat: komplett liefern und fachgerecht montieren, unter Hinzulieferung aller notwendigen Materialien so- wie einschließlich aller Nebenarbeiten und Nebenkosten.",0020710000
Ausgußbecken," Ausgussbecken aus Sanitärkeramik, 480x425x300mm ohne Überlauf, ohne Hahnlochbank Farbe: Weiss einschl. Befestigungsmaterial  Leitfabrikat: Hersteller:  Duravit Typ:  Starck 3  oder gleichwertiger Art  angebotenes Fabrikat: @11 Textergänzungen des Bieters Hersteller: '..........' @12 Textergänzungen des Bieters Typ: '..........' ",0313480000
Duravit Quadroval Ab- und Überlaufgarnitur," Duravit Ab- und Überlaufgarnitur mit Zulauf Universal aus Kunststoff, Messing, Abgang waagerecht, Sperrwasserhöhe 50 mm, Abflussrohr drehbar, Inkl. Befestigungsmaterial, Inkl. Montageanleitung Bestellnummer: 791249000001000 liefern und einbauen",791246000001000
"DU Urinal ME by Starck, Zulauf v.hinten"," DU Urinal ME by Starck, Zulauf v.hinten rimless, ohne Fliege, weiß Duravit Urinal ME by Starck aus Sanitärkeramik, 300x350mm Zulauf von hinten, rimless, absaugend Bestellnummer: 2809300000 Farbe: 00 Weiß Ausführung: ohne Fliege",2809300000
Möbel-Waschtisch 600 x 470 mm Duravit," Möbel-Waschtisch, mit Hahnloch, ohne Überlauf, inkl. Schaftventil mit keramischer Ventilabdeckhaube Fabrikat:		Duravit Typ:			DuraSquare Abmessungen:	600 x 470 mm Artikel-Nr.:		235360 Farbe:		weiß liefern und montieren",2353600041
 3-Waschtisch," 3-Waschtisch mit 1 Hl.,Hlb. u.Ül. 650 x 485 mm, weiss 3300002040650 Duravit Waschtisch Starck 3 aus Sanitärkeramik, 650x485x200mm mit Überlauf, mit Hahnlochbank Bestellnummer:  0300650000 Farbe:    00 Weiß Ausführung:   1 Hahnloch Befestigung mit Schrauben, am Installationselement, mit Schallschutzset und Abdichtung zur Wand mit dauerelastischem Silikon  Hersteller/Typ: Duravit / Starck",0300650000
Absauge-Urinal," Absauge-Urinal aus Sanit ä rporzellan, mit verdeckter Befestigung, Farbe wei ß , ohne Fliege, zugelassen f ü r 2 l Sp ü lvolumen, Abmessungen au ß en: Breite: 300 mm, Tiefe: 340 mm, H ö he: 560 mm, Zulauf und Abgang von hinten, einschl. Zulaufgarnitur, Absaugesiphon, Urinalsieb, Schallschutzset und Befestigungsmaterial. Fabrikat:      Duravit oder gleichwertig Typ:             Durastyle gew ä hltes Fabrikat/Typ: @61 Textergänzungen des Bieters ...........................................",2804300000
WC-Tiefspül-Becken," Duravit D-Code Vital Wand-WC Design by sieger design, Tiefspüler mit 700 mm Ausladung, wandhängend, aus Sanitärkeramik für 4,5 Liter  Spülwasser, EWL Klasse 1. Barrierefrei gemäß DIN 18040-1 und DIN 18040-2. Bodenfreiheit 95/155mm bei Einbauhöhe von 450-500mm. Abme ssungen(BxTxH) 360x700x345/405mm. Farbe: weiß.  Montage auf OK Keramik = 46 + 1 cm üOKFFB  einschl. Befestigung mit Schrauben und verchromten Abdeckkappen, einschl. Schallschutzset und Anschlußset für Zu- und Ablauf, einsch l. Abdichtung mit Sanitärsilikon  Fabrikat/Typ: Duravit/D-Code, Vital Best.-Nr.: 2228090000  liefern und montieren   oder gleichwertig",2228090000
Einhebel-Waschtischmischer Unterputz Ausladung 174 mm," Einhebel-Waschtischmischer Unterputz Anschlussart: Grundk ö rper, mit Keramikmischsystem, Ausladung 174 mm, Strahlfromer mit Kippfunktion, Durchflussmenge 5,2 l/min (3 bar), Normalstrahl, Anschlussgr öß e DN15 Lieferumfang: Sichtteile mit Funktionseinheit Oberfl ä che Chrom",C11070003010
Badewanne Duravit Happy D.2," Badewanne  - Einbauversion - mit zwei R ü ckenschr ä gen, - aus 5mm Sanit ä racryl gezogen und durchgef ä rbt. - Innentiefe 460mm - Wannenrandbreite 30/70mm. - Wannenrandh ö he 95mm. - Ab- und Ü berlauf mittig.  Abmessung Au ß en: Breite: 800 mm L ä nge: 1800 mm H ö he: 600 mm  Fabrikat: DURAVIT Typ: Happy D.2 Bestellnummer: 700314000000000  einschlie ß lich: - St ü tzenf üß e, passend f ü r oben beschriebene Badewanne, - Wannenrandanker, Wannenprofilen - Sanit ä rsilikon, Farbe nach Wahl des Bauherren.  Nach Montage die Badewanne in Abstimmung mit der Bauleitung zu bef ü llen und ist dann bis zur Endabnahme so zu sch ü tzen, dass nachfolgende Gewerke ihre Arbeiten ausf ü hren k ö nnen.(Schutzfolien, Schutzvlies). Abstimmung mit Bauleitung und Nachfolgegewerken.  komplett liefern und montieren",790126000000000
Wand WC," Duravit Wand-WC Starck 3 540 mm Tiefspüler, weiss Duravit Wand-WC Starck 3 Tiefspüler aus Sanitärkeramik 360x540x320mm, für 6 Liter Spülwasser Bestellnummer: 2200090000 Farbe: 00 Weiss EAN: 4021534223037 Hersteller/Fabrikat:     '............................................................' vom Bieter einzutragen",2200090000
" Tiefspül-WC, wandhängend, Duravit, Hornberg 530 x 360 mm "," Tiefspül-WC, 6 l, wandhängend Farbrikat:  Duravit Modell:  Hornberg Abmessungen: 530 x 360 mm Montage:  wandhängend Sitzhöhe:  41 cm Abgang:  waagrecht Material:  Sanitärporzellan WC-Farbe:      weiß einschl. Befestigungsschrauben mit Abdeckkappen in weiß  Montage für Wandeinbauspülkasten  oder gleichwertiger Art und Ausführung  Fabrikat:_________________Typ:________________________  liefern und montieren   ",0192090000
 DURAVIT D-Code Waschtisch weiss 650 mm Design by sieger design (2. Alt ernative zu Position 1)," DURAVIT D-Code Waschtisch weiss Design by sieger design, mit Überlauf aus Sanitärkeramik. Großes rechteckiges Becken mit runden Ecken und Hahnlochbank mit Hahnloch für Einloch- optional Dreilocharmatur. Abmessungen(BxTxH)650x500x180mm. Weiß. Montage mit Einlocharmatur Hersteller: Duravit Typ: D-Code 2310650000 Liefern und montieren",2310650000
" Tiefspülklosett, wandhängend"," Tiefspülklosett, wandhängend, aus Sanitärporzellan, Farbe weiß, Fabrikat: DURAVIT/DURAPLUS Type: COMPACT / 0228009 für 6-Liter Spülmenge zugelassen, oder gleichwertiges Fabrikat:  gewähl. Fabrikat/Type:  __________________________     ",2587090000
Stand-Tiefspül-WC," Stand-Tiefspül-WC aus Kristallporzellan, EN 997 - CL1 - glasierter Spülrand, Abgang außen waagrecht, für AP-Spülkasten 6 l, Befestig ung mit 2 Schrauben M6x70 Größe BxLxH:  ca. 36 x 48 x 39 cm Farbton/Oberfläche:  weiß einschl. Reinigung der Aufstellfläche einschl. Befestigung mit Schrauben und verchromten Abdeckkappen, einschl. Anschlußset für Zu- und Ablauf einschl. Abdichtung mit Sanitärsilikon (Montage in Bestandsbädern nach Festlegung durch AG) @11 Textergänzungen des Bieters angebotenes Fabrikat: '..........' liefern und montieren",2108090000
 DURAVIT DuraStyle Wand-WC," DURAVIT DuraStyle Wand-WC Design by Matteo Thun, Tiefspüler wandhängend aus Sanitärkeramik für 4,5 Liter Spülwasser. Aus Hygienegründen mit geschlossenem Spülrand und keramischem Spülwasserverteiler. Rechteckige nach unten konische Beckenform mit markanter, schmaler Keramikkante Flache Deckel-/Sitzkombination. Bodenfreiheit 55/75m bei Einbauhöhe 400mm. Abmessungen(BxTxH) 370x540x345/325mm. Weiß. Best.Nr.2536090000  liefern und montieren  gepl. Fabrikat: Duravit gepl. Typ:  DuraStyle  oder gleichwertig  gew. Fabrikat: ............. gew. Typ : ............. ",2552090000
"Ausgussbecken, 450 x 360 x 335 mm, weiß", vom Bieter einzutragen,0313480000
WC-Sitz aus hochwertigem Kunststoff mit Deckel über den Sitz greifend, WC-Sitz aus hochwertigem Kunststoff mit Deckel über den Sitz greifend. Verdeckte Scharniere aus Edelstahl. Weiß. WC-Sitz ohne Absenkautomatik. passend zum vorher beschriebenen WC angebotenes Fabrikat/Typ  @01 Textergänzungen des Bieters    vom Bieter einzutragen. komplett incl. allem systembedingtem Klein- und Montagematerial liefern und montieren.,0067310000
 DURAVIT DuraStyle WC-Sitz SoftClose," DURAVIT DuraStyle WC-Sitz Design by Matteo Thun, aus Kunststoff mit Deckel. Scharniere Edelstahl. Weiß. WC-Sitz mit Absenkautomatik SoftClose, abnehmbar. Best.Nr.0063790000.  liefern und montieren  gepl. Fabrikat: Duravit gepl. Typ:  DuraStyle  oder gleichwertig  gew. Fabrikat: ............. gew. Typ : ............. ",0063790000
 Waschbecken 615 mm," Waschbecken 615 mm  Waschbecken aus Sanitärporzellan Maße: 615 x 460 x 185 mm Eckig mit Hahnlochbank, Hahnloch durchgestochen mit Überlauf Wandbefestigung Befestigung mit 2 Stockschrauben M10x120 mm  Einschließlich: Befestigungsmaterial und Schallschutz  Fabrikat der Planung:       Duravit Type:                                Scola Farbe:   Weiß Artikelnummer: 0684600011 links   0685600011 rechts   oder gleichwertig  liefern und montieren ",0684600011
Wand-WC mit WC-Sitz ," WC Tiefspüler, geschlossene Form mit WC-Sitz   Verwendungszwecke:  Für UP-Spülkästen   Eigenschaften - Tiefspül-WC - Wandhängend - Spült mit 4,5 l - Typ 1, Vollmenge 6 / 5 / 4 l, nach EN 997 - Geschlossene Form - Einfache Befestigung durch Wandbefestigung für WC - WC-Deckel überlappend - WC-Sitz mit EasyMount-Scharniere - WC-Sitz aus Duroplast   Technische Eigenschaften - Farbe: weiß - Werkstoff: Sanitärkeramik - Höhe: 37,5 cm - Breite: 36 cm - Tiefe: 53 cm - Absenkautomatik: ja - Befestigung: von oben - QuickRelease-Scharniere: abschließbar   Angebotenes Produkt:................................. ",45270900A1
